mkt,#RIC,Directory Company Name
lse,GIMBbr.TRE,Gimv Investeringsmaatschappij Voor Vlanderen NV
lse,GINC.L,First Trust Global Equity Income UCITS ETF A USD
lse,GIN.L,SPDR Morningstar Multi-Asset Glbl Infra UCITS ETF
lse,GINV.L,Global Invacom Group Ltd
lse,GISde.TRE,[]
lse,GJFol.TRE,Gjensidige Forsikring ASA
lse,GJGB.L,VanEck Vectors Junior Gold Miners UCITS ETF A USD
lse,GKN.L,GKN PLC
lse,GKP.L,Gulf Keystone Petroleum Ltd
lse,GKPl.TRE,Gulf Keystone Petroleum Ltd
lse,GKSde.TRE,GK Software SE
lse,GL9.L,Glanbia PLC
lse,GLAB.L,SPDR Bloomberg Barclays Glo Aggregate Bd ETF USD
lse,GLAG.L,SPDR Barclays Capital Global Aggregate Bond ETF
lse,GLAU.L,SPDR Bloomberg Barclays Glo Aggregate Bd ETF USD
lse,GLBL.L,SPDR Barclays Capital Global Aggregate Bond ETF
lse,GLCB.L,SPDR ThomsonReuters Glbl ConvertibleBd UCITS ETF
lse,GLDP.L,Goldplat PLC
lse,GLDV.L,SPDR S&P Gbl Div Aristocrats UCITS ETF
lse,GLEf.TRE,Gladstone Commercial Corp
lse,GLEG.L,MJ Gleeson PLC
lse,GLEN.L,Glencore PLC
lse,GLENl.TRE,Glencore PLC
lse,GLEpa.TRE,Societe Generale SA
lse,GLIF.L,GLI Finance Ltd
lse,GLIZo.L,GLI Finance Ltd
lse,GLJde.TRE,Grenke AG
lse,GLOf.TRE,Global Payments Inc
lse,GLO.L,ContourGlobal PLC
lse,GLOO.L,Gloo Networks PLC
lse,GLPGas.TRE,Galapagos NV
lse,GLPRq.L,Global Ports Investments PLC
lse,GLRE.L,SPDR Dow Jones Global Real Estate UCITS ETF
lse,GLR.L,Galileo Resources PLC
lse,GLTL.L,SPDR Bloomberg Barclays 15+Year Gilt UCITS ETF
lse,GLTRl.TRE,Globaltrans Investment PLC
lse,GLTRq.L,Globaltrans Investment PLC
lse,GLTS.L,SPDR Bloomberg Barclays 1-5 Year Gilt UCITS ETF
lse,GLTY.L,SPDR Bloomberg Barclays UK Gilt UCiTS ETF
lse,GLV.L,Glenveagh Properties PLC
lse,GLWf.TRE,Corning Inc
lse,GMAA.L,Gama Aviation PLC
lse,GMDG.L,GAME Digital PLC
lse,GMG6tg.TRE,Guggenheim Invest S&P Global Water Index ETF
lse,GMGAbe.TRE,Guggenheim Invest China Technology ETF
lse,GMGDd.TRE,Guggenheim China Real Estate ETF
lse,GMGWd.TRE,Guggenheim Invest Solar ETF
lse,GMGZbe.TRE,Guggenheim Invest Shipping ETF
lse,Gmi.TRE,Assicurazioni Generali SpA
lse,GMMde.TRE,Grammer AG
lse,GMPG.L,Gabelli Merger Plus+ Trust PLC
lse,GMRG.L,Gaming Realms PLC
lse,GMS.L,Gulf Marine Services PLC
lse,GMZf.TRE,Ally Financial Inc
lse,GNC.L,Greencore Group PLC
lse,GNCl.TRE,Greencore Group PLC
lse,GNco.TRE,GN Store Nord A/S
lse,GNFf.TRE,GenMark Diagnostics Inc
lse,GNFTpa.TRE,Genfit SA
lse,GNK.L,Greene King PLC
lse,GNKl.TRE,Greene King PLC
lse,GNS.L,Genus PLC
lse,GNSl.TRE,Genus PLC
lse,GO5de.TRE,Goldcorp Inc
lse,GOAL.L,Goals Soccer Centres PLC
lse,GOBCOM.L,ETFS All Commodities GO UCITS ETF
lse,GOCO.L,Gocompare.Com Group PLC
lse,GOCOl.TRE,Gocompare.Com Group PLC
lse,GOG.L,Go-Ahead Group PLC
lse,GOGl.TRE,Go-Ahead Group PLC
lse,GOKf.TRE,Government Properties Income Trust
lse,GOLDo.TRE,Randgold Resources Ltd
lse,GOLDyq.L,Randgold Resources Ltd
lse,GOMXst.TRE,GomSpace Group AB
lse,GONf.TRE,Geron Corp
lse,GOO2.L,LEVERAGE SHARES 2X ALPHABET ETP
lse,GOODG.L,Good Energy Group PLC
lse,GOODl.TRE,Good Energy Group PLC
lse,GOR.L,Gordon Dadds Group PLC
lse,GOSde.TRE,Goldman Sachs Group Inc
lse,GOT.L,Gotech Group PLC
lse,GOUf.TRE,Centerra Gold Inc
lse,GOVY.L,SPDR Bloomberg Barclays Euro Govt Bond UCITS ETF
lse,GPH.L,Global Ports Holding PLC
lse,GPM.L,Golden Prospect Precious Metals Ltd
lse,GPOR.L,Great Portland Estates PLC
lse,GPORl.TRE,Great Portland Estates PLC
lse,GPSS.L,Golden Prospect Precious Metals Ltd
lse,GPTf.TRE,Genuine Parts Co
lse,GPX.L,Gulfsands Petroleum PLC
lse,GQ9be.TRE,SPDR Gold Shares
lse,GRAF.L,ETFS Commodity Securities Ltd
lse,GRAG.L,Grafenia PLC
lse,GRCG.L,GRC International Group PLC
lse,GREpa.TRE,Lyxor FTSE ATHEX Large Cap UCITS ETF
lse,GRFmc.TRE,Grifols SA
lse,GRFPmc.TRE,Grifols SA
lse,GRG.L,Greggs PLC
lse,GRGl.TRE,Greggs PLC
lse,GRI.L,Grainger PLC
lse,GRIl.TRE,Grainger PLC
lse,GRIO.L,Ground Rents Income Fund PLC
lse,GRIT.L,Global Resources Investment Trust PLC
lse,GRIW.L,[]
lse,GRL.L,GoldStone Resources Ltd
lse,GRMde.TRE,General Mills Inc
lse,GRNG.L,Green REIT PLC
lse,GRNGst.TRE,Granges AB
lse,GRNS.L,ETFS Commodity Securities Ltd
lse,GROW.L,Draper Esprit PLC
lse,GRPG.L,Greencoat Renewables PLC
lse,GRUf.TRE,Geely Automobile Holdings Ltd
lse,GS2.L,LEVERAGE SHARES 2X GOLDMAN SACHS ETP
lse,GS5f.TRE,Golden Star Resources Ltd
lse,GSC1de.TRE,Gesco AG
lse,GSCIDs.TRE,S&P GSCI Energy&Metals THEAM Easy UCITS ETF C
lse,GSDEde.TRE,BNP Paribas Easy Engy&Mtls Enhd Roll Tck CL RH EUR
lse,GSF.L,Gore Street Energy Storage Fund PLC
lse,GSFol.TRE,Grieg Seafood ASA
lse,GSG.TRE,iShares S&P GSCI Commodity-Indexed Trust
lse,GSH.L,Green & Smart Holdings PLC
lse,GSK.L,GlaxoSmithKline PLC
lse,GSKl.TRE,GlaxoSmithKline PLC
lse,GSS.L,Genesis Emerging Markets Fund Ltd
lse,GTC.L,Getech Group PLC
lse,GTLY.L,Gateley Holdings PLC
lse,GTOas.TRE,Gemalto NV
lse,GTTpa.TRE,Gaztransport et Technigaz SA
lse,GUARq.L,Guaranty Trust Bank PLC
lse,GUN.L,Gunsynd PLC
lse,GUS.L,Gusbourne PLC
lse,GVC.L,GVC Holdings PLC
lse,GVCl.TRE,GVC Holdings PLC
lse,GVNVas.TRE,Grandvision NV
lse,GVP.L,Gabelli Value Plus + Trust PLC
lse,GW2Af.TRE,GW Pharmaceuticals PLC
lse,GWDde.TRE,Godewind Immobilien AG
lse,GWI1de.TRE,Gerry Weber International AG
lse,GWI.L,Globalworth Real Estate Investments Ltd
lse,GWMO.L,Great Western Mining Corporation PLC
lse,GWSf.TRE,Great-West Lifeco Inc
lse,GWWf.TRE,W W Grainger Inc
lse,GX0Bbe.TRE,Global X MSCI Argentina ETF
lse,GXDf.TRE,Lundin Mining Corp
lse,GXIde.TRE,Gerresheimer AG
lse,GY3Lde.TRE,ETF Securities Ltd
lse,GYCde.TRE,Grand City Properties SA
lse,GYG.L,GYG PLC
lse,GYM.L,GYM Group PLC
lse,H3C1f.TRE,Ditech Holding Corp
lse,H4Wf1.TRE,Jardine Matheson Holdings Ltd
lse,H4ZJde.TRE,HSBC MSCI WORLD UCITS ETF
lse,H4ZPde.TRE,HSBC MSCI CHINA UCITS ETF
lse,H50E.L,HSBC EURO STOXX 50 UCITS ETF
lse,H5Ede.TRE,Helma Eigenheimbau AG
lse,H6Qf.TRE,Himax Technologies Inc
lse,H7T1f.TRE,Hutchison China MediTech Ltd
lse,H9B1f.TRE,Herc Holdings Inc
lse,H9Yf.TRE,HanseYachts AG
lse,HABde.TRE,Hamborner Reit AG
lse,HAEde.TRE,Haemato AG
lse,HAGB.L,VanEck Vectors Natural Resources UCITS ETF A Acc
lse,HAGq.L,Hoang Anh Gia Lai JSC
lse,HAIK.L,HaiKe Chemical Group Ltd
lse,HALas.TRE,HAL Trust
lse,HALde.TRE,Halliburton Co
lse,HALH.L,Halosource Inc
lse,HALHx.L,Halosource Inc
lse,HALpa.L,Bank of Scotland PLC
lse,HALpe.L,Bank of Scotland PLC
lse,HALp.L,Bank of Scotland PLC
lse,HAMf.TRE,Harmony Gold Mining Company Ltd
lse,HANa.L,Hansa Trust PLC
lse,HANDIst.TRE,Handicare Group AB
lse,HAN.L,Hansa Trust PLC
lse,HAOG.L,Hardy Oil and Gas PLC
lse,HAP.L,VanEck Vectors Natural Resources UCITS ETF A Acc
lse,HARde.TRE,Harley-Davidson Inc
lse,HARV.L,Harvey Nash Group PLC
lse,HASE.L,Hargreaves Services PLC
lse,HASl.TRE,Hays PLC
lse,HAST.L,Henderson Alternative Strategies Trust PLC
lse,HASvi.TRE,Hasbro Inc
lse,HAVE.L,Havelock Europa PLC
lse,HAWde.TRE,Hawesko Holding AG
lse,HAYD.L,Haydale Graphene Industries PLC
lse,HAYS.L,Hays PLC
lse,HBHde.TRE,Hornbach Holding AG & Co KGaA
lse,HBMde.TRE,Hornbach Baumarkt AG
lse,HBRL.L,HSBC MSCI BRAZIL UCITS ETF
lse,HBRN.L,Hibernia REIT PLC
lse,HC1f.TRE,HEICO Corp
lse,HC5f.TRE,HCP Inc
lse,HCAD.L,HSBC MSCI CANADA UCITS ETF
lse,HCAN.L,HSBC MSCI CANADA UCITS ETF
lse,HCFT.L,Highcroft Investments PLC
lse,HCM.L,Hutchison China MediTech Ltd
lse,HCUf.TRE,Hi Crush Partners LP
lse,HCWf.TRE,Welltower Inc
lse,HDDde.TRE,Heidelberger Druckmaschinen AG
lse,HDD.L,Hardide PLC
lse,HDEM.L,Invesco FTSE EmergMkts High DivLow Vol UCITSETF
lse,HDEU.L,Invesco EURO STOXX H Div L Vol UCITS (EUR) ETF
lse,HDGas.TRE,Hunter Douglas NV
lse,HDIde.TRE,Home Depot Inc
lse,HDIQ.L,iShares MSCI USA Quality Dividend UCITS ETF USD
lse,HDIV.L,Henderson Diversified Income Ltd
lse,HDJAf.TRE,Janus Henderson Group PLC
lse,HDLG.L,Invesco S&P 500 High Div Low Vol UCITS ETF
lse,HDLV.L,Invesco S&P 500 High Div Low Vol UCITS ETF
lse,HDMAf.TRE,Honda Motor Co Ltd
lse,HDP1f.TRE,Arrowhead Pharmaceuticals Inc
lse,HDT.L,Holders Technology PLC
lse,HE8f.TRE,Aetna Inc
lse,HEAD.L,Headlam Group PLC
lse,HEAF.L,ETFS Commodity Securities Ltd
lse,HEAL.L,iShares Healthcare Innovation UCITS ETF USD (Acc)
lse,HEAT.L,ETFS Commodity Securities Ltd
lse,HEDF.L,WisdomTree Europe Equity UCITS ETF - EUR Acc
lse,HEDG.L,WisdomTree Europe Equity UCITS ETF - EUR Acc
lse,HEDJ.L,WisdomTree Europe Equity UCITS ETF - EUR Acc
lse,HEDK.L,WisdomTree Europe Equity UCITS ETF - EUR Acc
lse,HEDP.L,WisdomTree Europe Equity UCITS ETF - EUR Acc
lse,HEDS.L,WisdomTree Europe Equity UCITS ETF - EUR Acc
lse,HEFT.L,Henderson European Focus Trust PLC
lse,HEIAas.TRE,Heineken NV
lse,HEIde.TRE,HeidelbergCement AG
lse,HEIOas.TRE,Heineken Holding NV
lse,HEMFst.TRE,Hemfosa Fastigheter AB
lse,HEMO.L,Hemogenyx Pharmaceuticals PLC
lse,HEN3de.TRE,Henkel AG & Co KgaA
lse,HENde.TRE,Henkel AG & Co KgaA
lse,HENT.L,Henderson Opportunities Trust PLC
lse,HERmi.TRE,Hera SpA
lse,HERS.L,Herencia Resources PLC
lse,HEWA.L,HSBC Economic Scale Worldwide Equity UCITS ETF
lse,HEWD.L,HSBC Economic Scale Worldwide Equity UCITS ETF
lse,HEXABst.TRE,Hexagon AB
lse,HF1f.TRE,Hain Celestial Group Inc
lse,HFD.L,Halfords Group PLC
lse,HFDl.TRE,Halfords Group PLC
lse,HFEL.L,Henderson Far East Income Ltd
lse,HFELl.TRE,Henderson Far East Income Ltd
lse,HFFf.TRE,Hartford Financial Services Group Inc
lse,HFGGde.TRE,Hellofresh SE
lse,HFG.L,Hilton Food Group PLC
lse,HFUSAzchi.TRE,UBS ETFs plc HFRX GlHdgFd Idx SF UCITS ETF USD Aa
lse,HGJf.TRE,Denbury Resources Inc
lse,HGM.L,Highland Gold Mining Ltd
lse,HGMl.TRE,Highland Gold Mining Ltd
lse,HGT.L,HgCapital Trust PLC
lse,HGTl.TRE,HgCapital Trust PLC
lse,HHFAde.TRE,Hamburger Hafen und Logistik AG
lse,HHI.L,Henderson High Income Trust PLC
lse,HHV.L,Hargreave Hale Aim VCT 1 PLC
lse,HHVx.L,Hargreave Hale Aim VCT 2 PLC
lse,HI4f.TRE,Huntington Ingalls Industries Inc
lse,HI91f.TRE,Hilton Worldwide Holdings Inc
lse,HICL.L,HICL Infrastructure Company Ltd
lse,HIDD.L,HSBC MSCI INDONESIA UCITS ETF
lse,HIDRI.L,HSBC MSCI INDONESIA UCITS ETF
lse,HIGHl.TRE,iShares High Yield Corp Bond UCITS ETF EUR(Dist)
lse,HIK.L,Hikma Pharmaceuticals PLC
lse,HIKl.TRE,Hikma Pharmaceuticals PLC
lse,HILS.L,Hill & Smith Holdings PLC
lse,HINT.L,Henderson International Income Trust PLC
lse,HIPf.TRE,Park Hotels & Resorts Inc
lse,HIQst1.TRE,HiQ International AB
lse,HIQst.TRE,HiQ International AB
lse,HISmc.TRE,Hispania Activos Inmobiliarios SOCIMI SA
lse,HKDEas.TRE,UBS ETF - MSCI Hong Kong UCITS ETF (HKD) A-dis
lse,HKOD.L,HSBC MSCI KOREA UCITS ETF
lse,HKOR.L,HSBC MSCI KOREA UCITS ETF
lse,HKSAVhe.TRE,HKScan Oyj
lse,HLAGde.TRE,Hapag Lloyd AG
lse,HLCL.L,Helical PLC
lse,HLDXst.TRE,Haldex AB
lse,HLEde.TRE,HELLA GmbH & Co KgaA
lse,HLGde.TRE,Highlight Communications AG
lse,HLHf1.TRE,Hongkong Land Holdings Ltd
lse,HLHf2.TRE,Hongkong Land Holdings Ltd
lse,HLl.TRE,Hargreaves Lansdown PLC
lse,HLMA.L,Halma PLC
lse,HLMAl.TRE,Halma PLC
lse,HLNGol.TRE,Hoegh LNG Holdings Ltd
lse,HLTG.L,Lyxor UCITS ETF MSCI World Health Care TR C-EUR
lse,HLTH.L,SPDR MSCI Europe Health Care UCITS ETF
lse,HLTOYpk.TRE,Hellenic Telecommunications Organization SA
lse,HLTpa.TRE,Lyxor Stoxx Europe 600 Healthcare UCITS ETF
lse,HL.TRE,Hecla Mining Co
lse,HLTW.L,Lyxor UCITS ETF MSCI World Health Care TR C-EUR
lse,HMAD.L,HSBC MSCI AC Far East ex Japan UCITS ETF
lse,HMAF.L,HSBC MSCI AC Far East ex Japan UCITS ETF
lse,HMBR.L,HSBC MSCI BRAZIL UCITS ETF
lse,HMBst.TRE,H & M Hennes & Mauritz AB
lse,HMCD.L,HSBC MSCI CHINA UCITS ETF
lse,HMCf.TRE,Harmonic Inc
lse,HMCH.L,HSBC MSCI CHINA UCITS ETF
lse,HMCX.L,HSBC FTSE 250 UCITS ETF
lse,HMEDC.L,HSBC MSCI MEXICO CAPPED UCITS ETF
lse,HMEDst.TRE,Hansa Medical AB
lse,HMEF.L,HSBC MSCI Emerging Markets UCITS ETF
lse,HMEM.L,HSBC MSCI Emerging Markets UCITS ETF
lse,HMEU.L,HSBC MSCI EUROPE UCITS ETF
lse,HMEX.L,HSBC MSCI MEXICO CAPPED UCITS ETF
lse,HMFD.L,HSBC MSCI EM FAR EAST UCITS ETF
lse,HMFE.L,HSBC MSCI EM FAR EAST UCITS ETF
lse,HMI.L,Harvest Minerals Ltd
lse,HMJD.L,HSBC MSCI JAPAN UCITS ETF
lse,HMJP.L,HSBC MSCI JAPAN UCITS ETF
lse,HMLA.L,HSBC MSCI EM LATIN AMERICA UCITS ETF
lse,HMLD.L,HSBC MSCI EM LATIN AMERICA UCITS ETF
lse,HMLH.L,HML Holdings PLC
lse,HMSF.L,Highbridge Multi-Strategy Fund Ltd
lse,HMSGq.L,HMS Hydraulic Machines and Systems Group PLC
lse,HMSO.L,Hammerson PLC
lse,HMSOl.TRE,Hammerson PLC
lse,HMSst.TRE,HMS Networks AB
lse,HMTf.TRE,Host Hotels & Resorts Inc
lse,HMUD.L,HSBC MSCI USA UCITS ETF
lse,HMUS.L,HSBC MSCI USA UCITS ETF
lse,HMWD.L,HSBC MSCI WORLD UCITS ETF
lse,HMWO.L,HSBC MSCI WORLD UCITS ETF
lse,HMXD.L,HSBC MSCI PACIFIC ex JAPAN UCITS ETF
lse,HMXJ.L,HSBC MSCI PACIFIC ex JAPAN UCITS ETF
lse,HMYD.L,HSBC MSCI MALAYSIA UCITS ETF
lse,HMYRM.L,HSBC MSCI MALAYSIA UCITS ETF
lse,HN9f.TRE,HanesBrands Inc
lse,HNE.L,Henderson Eurotrust PLC
lse,HNIBf.TRE,IAC/InterActiveCorp
lse,HNLde.TRE,Dr Hoenle AG
lse,HNMf.TRE,Ormat Technologies Inc
lse,HNR1de.TRE,Hannover Rueck SE
lse,HNRH.L,Highlands Natural Resources PLC
lse,HNTS.L,Huntsworth PLC
lse,HO2f.TRE,D.R. Horton Inc
lse,HOCde.TRE,Holidaycheck Group AG
lse,HOCl.TRE,Hochschild Mining PLC
lse,HOCM.L,Hochschild Mining PLC
lse,HOFIst.TRE,Hoist Finance AB (publ)
lse,HOGF.L,ETFS Commodity Securities Ltd
lse,HOGS.L,ETFS Commodity Securities Ltd
lse,HOLMBst1.TRE,[]
lse,HOLMBst.TRE,Holmen AB
lse,HOLXvi.TRE,Hologic Inc
lse,HOMEmc.TRE,Neinor Homes SA
lse,HONH.L,Honeywell International Inc
lse,HONY.L,Honeycomb Investment Trust PLC
lse,HOpa.TRE,Thales SA
lse,HOTC.L,Hotel Chocolat Group PLC
lse,HOTde.TRE,Hochtief AG
lse,HOUf.TRE,CenterPoint Energy Inc
lse,HOVDst.TRE,Hovding Sverige AB (publ)
lse,HPAC.L,Hermes Pacific Investments PLC
lse,HPCf.TRE,Helmerich and Payne Inc
lse,HPE.TRE,Hewlett Packard Enterprise Co
lse,HPOLBst.TRE,Hexpol AB
lse,HPRD.L,HSBC FTSE EPRA/NAREIT DEVELOPED UCITS ETF
lse,HPROP.L,HSBC FTSE EPRA/NAREIT DEVELOPED UCITS ETF
lse,HQ1Nf.TRE,ARCA Biopharma Inc
lse,HR1Oa.L,Hazel Renewable Energy VCT1 PLC
lse,HR1O.L,Hazel Renewable Energy VCT1 PLC
lse,HR2Oa.L,Hazel Renewable Energy VCT2 PLC
lse,HR2O.L,Hazel Renewable Energy VCT2 PLC
lse,HRBf.TRE,H & R Block Inc
lse,HRCf.TRE,Recon Technology Ltd
lse,HRG.L,Hogg Robinson Group PLC
lse,HRGV.L,Hargreaves Lansdown PLC
lse,HRHOq.L,EFG Hermes Holdings SAE
lse,HRI.L,Herald Investment Trust PLC
lse,HRL.TRE,Hormel Foods Corp
lse,HRN.L,Hornby PLC
lse,HRPKde.TRE,7C Solarparken AG
lse,HRSf.TRE,Harris Corp
lse,HRUB.L,HSBC MSCI RUSSIA CAPPED UCITS ETF
lse,HRUD.L,HSBC MSCI RUSSIA CAPPED UCITS ETF
lse,HSBA.L,HSBC Holdings PLC
lse,HSBAl.TRE,HSBC Holdings PLC
lse,HSBKq.L,Halyk Bank AO
lse,HSD.L,Hansard Global PLC
lse,HSICvi.TRE,Henry Schein Inc
lse,HSIpa.TRE,Lyxor Hong Kong (HSI) UCITS ETF D-EUR
lse,HSL.L,Henderson Smaller Companies Investment Trust PLC
lse,HSM.L,Samuel Heath and Sons PLC
lse,HSPD.L,HSBC S&P 500 UCITS ETF
lse,HSPX.L,HSBC S&P 500 UCITS ETF
lse,HSS.L,HSS Hire Group PLC
lse,HSTG.L,Hastings Group Holdings PLC
lse,HSTGl.TRE,Hastings Group Holdings PLC
lse,HSTN.L,Hansteen Holdings PLC
lse,HSTNl.TRE,Hansteen Holdings PLC
lse,HSV.L,HomeServe PLC
lse,HSVl.TRE,HomeServe PLC
lse,HSW.L,Hostelworld Group PLC
lse,HSX.L,Hiscox Ltd
lse,HSXl.TRE,Hiscox Ltd
lse,HSYf.TRE,Hershey Co
lse,HTDf.TRE,Corcept Therapeutics Inc
lse,HTG.L,Hunting PLC
lse,HTGl.TRE,Hunting PLC
lse,HTGR.L,H & T Group PLC
lse,HTOat.TRE,Hellenic Telecommunications Organization SA
lse,HTRD.L,HSBC MSCI TURKEY UCITS ETF
lse,HTRY.L,HSBC MSCI TURKEY UCITS ETF
lse,HTWD.L,HSBC MSCI TAIWAN UCITS ETF
lse,HTWNT.L,HSBC MSCI TAIWAN UCITS ETF
lse,HU3f.TRE,Huntington Bancshares Inc
lse,HUFVAst.TRE,Hufvudstaden AB
lse,HUH1Vhe.TRE,Huhtamaki Oyj
lse,HUKX.L,HSBC FTSE 100 UCITS ETF
lse,HUMf.TRE,Humana Inc
lse,HUMR.L,Hummingbird Resources PLC
lse,HUNT.L,Hunters Property PLC
lse,HUNTol.TRE,Hunter Group ASA
lse,HUR.L,Hurricane Energy PLC
lse,HURl.TRE,Hurricane Energy PLC
lse,HUSQBst.TRE,Husqvarna AB
lse,HUW.L,Helios Underwriting PLC
lse,HVO.L,Hvivo PLC
lse,HVPEa.L,HarbourVest Global Private Equity Ltd
lse,HVTa.L,Heavitree Brewery PLC
lse,HVT.L,Heavitree Brewery PLC
lse,HWDN.L,Howden Joinery Group PLC
lse,HWDNl.TRE,Howden Joinery Group PLC
lse,HWG.L,Harworth Group PLC
lse,HW.L,Harwood Wealth Management Group PLC
lse,HWSLc.L,Hadrian's Wall Secured Investments Ltd
lse,HWSL.L,Hadrian's Wall Secured Investments Ltd
lse,HWWA.L,HSBC Multi Factor Worldwide Equity UCITS ETF
lse,HWWD.L,HSBC Multi Factor Worldwide Equity UCITS ETF
lse,HX5Af.TRE,Hydrogenics Corp
lse,HXB1f.TRE,Hemispherx Biopharma Inc
lse,HYBBpa.TRE,Lyxor iBoxx EUR Liquid Hgh Yld BB UCITS ETF C-EUR
lse,HYDG.L,Hydrogen Group PLC
lse,HYDRq.L,Federal Hydro-Generating Company RusHydro PAO
lse,HYEM.L,VanEck Vectors Em Mkts High Yield Bond UCITS ETF A
lse,HYFA.L,Invesco US High Yield Fallen Angels UCITS ETF
lse,HYGB.L,VanEck Vectors Em Mkts High Yield Bond UCITS ETF A
lse,HYG.L,Hygea VCT PLC
lse,HYGU.L,iShares High Yield Corp Bond UCITS ETF EUR(Dist)
lse,HYLA.L,iShares GlobalHighYieldCorpBond UCITS ETF USD Dist
lse,HYLD.L,iShares GlobalHighYieldCorpBond UCITS ETF USD Dist
lse,HYNS.L,Haynes Publishing Group PLC
lse,HYQde.TRE,Hypoport AG
lse,HYR.L,Hydrodec Group PLC
lse,HYSmi.TRE,Lyxor BofAML EUR Sht Trm Hgh Yd Bd UCITS ETF D-EUR
lse,HYST.L,Lyxor BofAML USD Shrt Trm Hgh Yld Bd UCITS ETF D-U
lse,HYUDl.TRE,Hyundai Motor Co
lse,HYUNDAIq.L,Hyundai Motor Co
lse,HYUPq.L,Hyundai Motor Co
lse,HZAD.L,HSBC MSCI SOUTH AFRICA CAPPED UCITS ETF
lse,HZAR.L,HSBC MSCI SOUTH AFRICA CAPPED UCITS ETF
lse,HZDH.L,Horizon Discovery Group PLC
lse,HZM.L,Horizonte Minerals PLC
lse,I3E.L,I3 Energy PLC
lse,I5Mf.TRE,Iron Mountain Inc
lse,I6HBbe.TRE,Ishares Gold Trust
lse,I6Hbe.TRE,iShares Silver Trust
lse,I6HFbe.TRE,iShares Emerging Markets Infrastructure ETF
lse,I8Rde.TRE,iRobot Corp
lse,IAAA.L,iShares Global AAA-AA GovtBond UCITS ETF USD(Dist)
lse,IAEX.L,iShares AEX UCITS ETF EUR (Dist)
lse,IAGl.TRE,International Consolidated Airlines Group SA
lse,IAHf.TRE,International Lithium Corp
lse,IAPD.L,iShares Asia Pacific Dividend UCITS ETF USD (Dist)
lse,IASH.L,iShares MSCI China A UCITS ETF USD (Acc)
lse,IASP.L,iShares Asia Property Yield UCITS ETF USD (Dist)
lse,IAT.L,Invesco Asia Trust PLC
lse,IAUP.L,iShares Gold Producers UCITS ETF USD (Acc)
lse,IAUS.L,iShares MSCI Australia UCITS ETF USD (Acc)
lse,IBABbr.TRE,Ion Beam Applications SA
lse,IBCI.L,iShares InflationLinkedGovtBd UCITS ETF EUR(Acc)
lse,IBCX.L,iShares Corp Bond Large Cap UCITS ETF EUR (Dist)
lse,IBEmc.TRE,Iberdrola SA
lse,IBEXAmc.TRE,Lyxor IBEX 35 Doble Apalancado Diario UCITS ETF
lse,IBGE.L,iShares Govt Bond 0-1yr UCITS ETF EUR (Dist)
lse,IBGL.L,iShares Govt Bond 15-30yr UCITS ETF EUR (Dist)
lse,IBGM.L,iShares Govt Bond 7-10yr UCITS ETF EUR (Dist)
lse,IBGS.L,iShares Govt Bond 1-3yr UCITS ETF EUR (Dist)
lse,IBGX.L,iShares Govt Bond 3-5yr UCITS ETF EUR (Dist)
lse,IBGY.L,iShares Govt Bond 5-7yr UCITS ETF EUR (Dist)
lse,IBGZ.L,iShares Govt Bond 10-15yr UCITS ETF EUR (Dist)
lse,IBM2.L,LEVERAGE SHARES 2X IBM ETP
lse,IBMde.TRE,International Business Machines Corp
lse,IBMI.L,International Business Machines Corp
lse,IBPO.L,iEnergizer Ltd
lse,IBST.L,Ibstock PLC
lse,IBSTl.TRE,Ibstock PLC
lse,IBTA.L,iShares $ Treasury Bond 1-3yr UCITS ETF Acc USD
lse,IBTE.L,iShares $ Treasury Bond 1-3yr UCITS ETF Acc USD
lse,IBTG.L,iShares $ Treasury Bond 1-3yr UCITS ETF Acc USD
lse,IBT.L,International Biotechnology Trust PLC
lse,IBTL.L,iShares $ Treasury Bond 20+yr UCITS ETF USD (Dist)
lse,IBTS.L,iShares $ Treasury Bond 1-3yr UCITS ETF Acc USD
lse,IBTSl.TRE,iShares $ Treasury Bond 1-3yr UCITS ETF Acc USD
lse,IBZL.L,iShares MSCI Brazil UCITS ETF USD (Dist)
lse,IC2f.TRE,Intercontinental Exchange Inc
lse,ICADpa.TRE,Icade SA
lse,ICAG.L,International Consolidated Airlines Group SA
lse,ICAst.TRE,ICA Gruppen AB
lse,ICBU.L,iShares $ Intermediate CreditBond UCITSETF USD Inc
lse,ICDU.L,iSharesS&P500 Cons Discr Sector UCITS ETF USD(Acc)
lse,ICGT.L,ICG Enterprise Trust PLC
lse,ICG_u.L,Irish Continental Group PLC
lse,ICOM.L,iShares Diverisified Commodity SWAP UCITS USD ETF
lse,ICOV.L,iShares Covered Bond UCITS ETF EUR (Dist)
lse,ICP.L,Intermediate Capital Group PLC
lse,ICPl.TRE,Intermediate Capital Group PLC
lse,ICSU.L,iSharesS&P500Consumer Staples Sector UCITS ETF USD
lse,ID2A.L,Indigovision Group PLC
lse,IDAP.L,iShares Asia Pacific Dividend UCITS ETF USD (Dist)
lse,IDAR.L,iShares Asia Property Yield UCITS ETF USD (Dist)
lse,IDBT.L,iShares $ Treasury Bond 1-3yr UCITS ETF Acc USD
lse,IDBZ.L,iShares MSCI Brazil UCITS ETF USD (Dist)
lse,IDEA.L,Ideagen PLC
lse,IDEE.L,iShares MSCI EasternEuropeCappedUCITS ETF USD Dist
lse,IDEI.L,IDE Group Holdings PLC
